ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"183.89.148.233","elite","AS45629","TH","Triple T Broadband Public Company Limited","158","Triple T Broadband Public Company Limited","8080","socks4","124","1","2023-07-12T06:19:18.741Z","88","2417","2749"
"80.191.169.69","elite","AS58224","IR","Information Technology Company","118","Azad University of Anar","4145","socks4","4703","1","2023-07-12T06:19:13.539Z","90","2582","2861"
"178.252.197.64","elite","AS24689","RU","JSC Rosintel","90","JSC \"Rosintel\"","4153","socks4","5006","78","2023-07-12T06:19:13.535Z","99","2832","2866"
"185.6.104.150","elite","AS42560","BA","Telemach d.o.o. Sarajevo","34","Telemach","5678","socks4","4399","1","2023-07-12T06:19:13.746Z","98","2783","2851"
"110.34.166.187","elite","AS45652","SG","Krypt Technologies","294","Vpls Sin1","4153","socks4","4792","1","2023-07-12T06:19:13.537Z","99","2778","2803"
"197.234.13.94","elite","AS36902","SC","Intelvision","189","Intelvision Ltd","4145","socks4","5094","1","2023-07-12T06:19:13.450Z","99","2731","2745"
"165.22.223.82","elite","AS14061","IN","DigitalOcean, LLC","190","DigitalOcean, LLC","51211","socks4","5094","1","2023-07-12T06:19:08.334Z","100","2767","2767"
"172.85.108.70","elite","AS11325","US","Host Wagon LLC","81","N/A","23213","socks5","4500","1","2023-07-12T06:19:08.338Z","100","2772","2775"
"178.128.173.12","elite","AS14061","GB","DigitalOcean, LLC","90","Digitalocean","9014","socks5","4808","3","2023-07-12T06:19:08.432Z","100","2811","2822"
"200.70.19.82","elite","AS10834","AR","Telefonica de Argentina","236","Telefonica de Argentina","4153","socks4","4705","1","2023-07-12T06:19:08.243Z","99","2786","2828"
"88.135.40.26","elite","AS57391","IR","Laser Company Ltd","108","Laser Company Ltd","4153","socks4","4896","1","2023-07-12T06:19:03.142Z","51","1421","2796"
"177.184.67.85","elite","AS52898","BR","Multipla ServiÔos Inteligentes","202","Multipla Serviços Inteligentes","4145","socks4","4809","1","2023-07-12T06:19:03.141Z","99","2762","2793"
"179.107.51.78","elite","AS263284","BR","Topmega Internet e Inform?tica LTDA -ME","295","Topmega Internet e Informática LTDA -ME","4153","socks4","5089","2","2023-07-12T06:19:03.138Z","86","2414","2791"
"103.232.66.137","elite","AS137311","ID","PT. KINEZ CREATIVE SOLUTIONS","167","PT. Kinez Creative Solutions","4145","socks4","5098","2","2023-07-12T06:19:03.139Z","99","2744","2783"
"93.87.73.194","elite","AS8400","RS","Telekom Srbija","39","N/A","8080","socks4","1195","78","2023-07-12T06:19:03.154Z","100","2846","2847"
"37.221.67.62","elite","AS200019","MD","Alexhost SRL","46","Alexhost SRL","5555","socks4","4267","1","2023-07-12T06:18:56.138Z","88","2506","2855"
"173.212.206.86","elite","AS51167","DE","Contabo GmbH","20","Contabo GmbH","55405","socks5","4888","82","2023-07-12T06:18:56.135Z","100","2722","2727"
"194.31.33.50","elite","AS12741","PL","Netia SA","37","SOFTDESK POLSKA Sp. z o.o","1080","socks4","4912","1","2023-07-12T06:18:56.033Z","96","2742","2850"
"190.0.22.36","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","188","EPM Telecomunicaciones S.A. E.S.P","61155","socks5","1899","1","2023-07-12T06:18:55.847Z","99","2818","2853"
"197.155.115.46","elite","AS37356","ZA","Huge Networks (Pty) Ltd","165","Dsldial2","5678","socks4","5001","1","2023-07-12T06:18:55.949Z","87","2426","2792"
"202.124.33.165","elite","AS9902","KH","NeocomISP Limited","195","NeocomISP Limited","5678","socks4","5014","1","2023-07-12T06:18:55.848Z","99","2727","2762"
"89.216.120.176","elite","AS31042","RS","Serbia Broadband","37","N/A","4153","socks4","213","1","2023-07-12T06:18:50.749Z","100","2858","2863"
"49.48.147.64","elite","AS45629","TH","Triple T Broadband Public Company Limited","194","Triple T Broadband Public Company Limited","8080","socks4","403","1","2023-07-12T06:18:50.835Z","99","2772","2800"
"89.237.34.193","elite","AS20485","RU","multi-origin SUTTK","69","N/A","51549","socks4","4705","1","2023-07-12T06:18:50.745Z","99","2820","2836"
"159.192.142.24","elite","AS131090","TH","CAT-BB","188","N/A","5678","socks4","2002","1","2023-07-12T06:18:50.746Z","100","2820","2823"
"103.10.210.17","elite","AS45804","IN","Meghbela Broadband","179","Meghbela Cable & Broadband Services (P) Ltd","44550","socks4","4699","1","2023-07-12T06:18:50.836Z","99","2815","2853"
"38.127.172.28","elite","AS174","US","Cogent Communications","81","Torlandia Trading SRL","11537","socks4","4712","1","2023-07-12T06:18:50.846Z","100","2801","2803"
"222.129.33.169","elite","AS4808","CN","China Unicom Beijing Province Network","299","N/A","57114","socks4","4681","1","2023-07-12T06:18:50.833Z","76","2161","2852"
"62.179.9.19","elite","AS6830","PL","UPC Poland","35","N/A","5678","socks5","4902","1","2023-07-12T06:18:50.845Z","100","2799","2805"
"203.28.8.0","elite","AS209242","CY","Cloudflare London, LLC","11","Lachtaristo Holdings Limited","80","socks4","1829","1","2023-07-12T06:18:45.535Z","100","2861","2861"
"222.186.50.204","elite","AS4134","CN","Chinanet","194","Chinanet JS","1080","socks5","4600","1","2023-07-12T06:18:45.541Z","78","2201","2814"
"217.197.252.154","elite","AS34139","RU","CJSC TSI Service","78","Cjsc Tsinet","4145","socks4","4891","1","2023-07-12T06:18:45.451Z","100","2824","2837"
"103.132.0.161","elite","AS138276","IN","Typhoon Communication Pvt. Ltd","123","Typhoon Communication Pvt Ltd","5678","socks4","3817","1","2023-07-12T06:18:40.244Z","72","2067","2854"
"103.240.33.177","elite","AS132923","IN","Vihaan Telecommunication Pvt. Ltd.","125","Vihaan","8291","socks4","4704","82","2023-07-12T06:18:40.238Z","99","2826","2854"
"47.242.155.132","elite","AS45102","HK","Alibaba.com LLC","293","Hong Kong","10900","socks4","4892","1","2023-07-12T06:18:40.247Z","100","2778","2784"
"212.174.44.22","elite","AS9121","TR","Turk Telekomunikasyon Anonim Sirketi","76","Sonet Internet Erisim Hizmetleri","1080","socks4","4807","1","2023-07-12T06:18:40.341Z","29","837","2864"
"62.82.107.247","elite","AS6739","ES","Ono","29","Calle Las Almas 8 Vinaroz Castellon -- Castellon","5678","socks4","2595","1","2023-07-12T06:18:35.045Z","100","2826","2839"
"109.73.181.133","elite","AS49924","IT","ECROM-MAIN","67","N/A","4145","socks4","4984","1","2023-07-12T06:18:35.044Z","72","2043","2841"
"104.17.9.114","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4604","1","2023-07-12T06:18:34.951Z","100","2837","2837"
"103.105.41.209","elite","AS137143","IN","Minnal Digital Network Private Limited","188","Minnal Digital Network Private Limited","4145","socks4","4791","1","2023-07-12T06:18:34.948Z","100","2811","2821"
"5.9.147.197","elite","AS24940","DE","Hetzner Online GmbH","26","Hetzner","30000","socks4","3888","1","2023-07-12T06:18:34.947Z","100","2775","2778"
"203.13.32.236","elite","AS209242","CY","Cloudflare London, LLC","11","Lachtaristo Holdings Limited","80","socks4","2911","1","2023-07-12T06:18:34.949Z","100","2751","2751"
"124.122.137.150","elite","AS17552","TH","True Internet Co., Ltd.","286","TRUE BB","4153","socks4","5096","1","2023-07-12T06:18:34.944Z","60","1683","2826"
"103.105.40.161","elite","AS137143","IN","Minnal Digital Network Private Limited","195","Minnal Digital Network Private Limited","4145","socks4","581","1","2023-07-12T06:18:29.740Z","100","2743","2751"
"43.153.81.208","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","153","Tencent Cloud Computing","443","socks5","2889","1","2023-07-12T06:18:29.743Z","65","1824","2815"
"45.7.177.231","elite","AS266626","BR","Litoral Telecom","282","Litoral Telecom","39867","socks4","4691","1","2023-07-12T06:18:29.737Z","95","2697","2839"
